map_scale,map_width,map_height,map_area,num_episodes,setup_time_mean,calculation_time_mean
8,8,16,128,8,0.9187165796756744,0.4750448167324066
12,12,24,288,8,8.554659605026245,4.582313597202301
16,16,32,512,8,38.68194144964218,21.533950746059418
20,20,40,800,8,104.97475397586823,58.526909708976746
24,24,48,1152,8,371.94026416540146,204.80548706650734
